title,price,price_label,mileage,first_registration,transmission,fuel_type,power_kW,power_PS,consumption,co2_emissions,vehicle_type,age_months,age_years
Citroen Berlingo XL PureTech 130 EAT8 Feel 7-Sitzer AHK Navi Apple,22990,Guter Preis,69400,2020-11-01,Automatik,Benzin,96,131,,,minivan,54,4
Citroen Berlingo Feel Pack M,22990,Keine Angabe,31000,2022-08-01,Schaltgetriebe,Diesel,96,131,5.5,143.0,minivan,33,2
Citroen Berlingo Shine XL 1.5 BlueHDi 130 FAP EU6d HUD Navi Apple C,22990,Erhöhter Preis,85236,2021-06-01,Schaltgetriebe,Diesel,96,131,5.5,143.0,minivan,47,3
Citroen Berlingo M Feel Pack BlueHdi 130 *Navi*SHZ*,22990,Erhöhter Preis,43530,2023-02-01,Schaltgetriebe,Diesel,96,131,0.0,0.0,minivan,27,2
Citroen Berlingo Shine XL XTR 7-Sitzer AUTOMATIK KAMERA SHZ TEMPOMA,22997,Fairer Preis,77679,2019-03-01,Automatik,Diesel,96,131,,,minivan,74,6
Citroen Berlingo Feel M Aut. *NAVI*KAMERA*SHZ*LM*,22999,Fairer Preis,64000,2019-05-01,Automatik,Diesel,96,131,4.4,117.0,minivan,72,6
Citroen Berlingo M 110 Klima/Sitzhzg/PDC v+h/Kamera,22999,Guter Preis,24160,2023-03-01,Schaltgetriebe,Benzin,81,110,5.4,124.0,minivan,26,2
Citroen Berlingo XL 110 FEEL Klimaaut/Parktronic/Tempomat,22999,Fairer Preis,44100,2021-03-01,Schaltgetriebe,Benzin,81,110,5.3,122.0,minivan,50,4
"Citroen Berlingo Berlingo M PureTech 110 Plus**SHZ, Kamera, DAB",23240,Keine Angabe,1641,2024-12-01,Schaltgetriebe,Benzin,81,110,6.3,142.0,minivan,5,0
Citroen Berlingo MPV M BlueHDi 130 FEEL (E),23390,Keine Angabe,100,2023-04-01,Schaltgetriebe,Diesel,96,131,6.1,159.0,minivan,25,2
Citroen Berlingo XL Langversion*7 Sitze*Garantie,23450,Erhöhter Preis,26200,2023-03-01,Schaltgetriebe,Benzin,81,110,5.5,127.0,minivan,26,2
"Citroen Berlingo Shine M PureTech 130 EAT8 *Sitzheizung,Navi uvm.*",23490,Sehr guter Preis,74150,2021-04-01,Automatik,Benzin,96,131,6.9,156.0,minivan,49,4
Citroen Berlingo Feel M 1.5 BlueHDi 100 FAP,23490,Erhöhter Preis,21450,2020-12-01,Schaltgetriebe,Diesel,75,102,5.5,144.0,minivan,53,4
Citroen Berlingo XL 130 EAT8  Klimaaut/Cam/AHK,23490,Guter Preis,68900,2020-12-01,Automatik,Benzin,96,131,5.6,126.0,minivan,53,4
Citroen Berlingo M PureTech 110 S&S Plus*verfügbar,23680,Keine Angabe,4500,2024-11-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,6,0
"Citroen Berlingo Feel XL Tempomat, DAB, Bluetooth",23790,Fairer Preis,31511,2023-03-01,Schaltgetriebe,Diesel,96,131,,,minivan,26,2
Citroen Berlingo Feel M Automatik,23860,Fairer Preis,41105,2020-08-01,Automatik,Benzin,96,131,7.0,157.0,minivan,57,4
Citroen Berlingo e-Berlingo Shine M 7 Sitze/AT/DAB/Shz/180°Kamera/K,23880,Guter Preis,14260,2023-03-01,Automatik,Elektro,100,136,0.0,0.0,minivan,26,2
Citroen Berlingo Feel M 1.2 PT 110 Sitzheizung Einparkhilfe 2 Schie,23890,Erhöhter Preis,18916,2023-02-01,Schaltgetriebe,Benzin,81,110,6.9,156.0,minivan,27,2
Citroen Berlingo XL 7-Sitzer  PureTech 130 EAT8 FEEL PACK,23900,Guter Preis,61895,2021-04-01,Automatik,Benzin,96,131,7.1,159.0,minivan,49,4
Citroen Berlingo MPV You M SOFORT VERFÜGBAR,23900,Keine Angabe,12,2024-10-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,7,0
"Citroen Berlingo Shine,XRT,Automatik,Kamera,Standheizung",23950,Keine Angabe,77679,2020-01-01,Automatik,Benzin,96,131,5.6,127.0,minivan,64,5
Citroen Berlingo 1.2 PureTech 130 Feel XL-Navi*AHK*Kamera*SHZ*Schie,23950,Erhöhter Preis,73770,2021-09-01,Automatik,Benzin,96,131,7.1,159.0,minivan,44,3
Citroen Berlingo XL BlueHDi 130 FEEL PKW,23950,Erhöhter Preis,47253,2020-10-01,Schaltgetriebe,Diesel,96,131,4.3,146.0,minivan,55,4
Citroen Berlingo ë-Berlingo M Elektromotor 136 SHINE,23950,Guter Preis,12000,2022-12-01,Automatik,Elektro,100,136,0.0,0.0,minivan,29,2
"Citroen Berlingo PureTech110 M, 2 Schiebetüren Alufelgen RFK",23950,Keine Angabe,10,2024-12-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,5,0
Citroen Berlingo 1.2 PureTech~RFK~SHZ~2xPDC~DAB~NAVI/APP,23977,Fairer Preis,1200,2023-09-01,Schaltgetriebe,Benzin,81,110,7.0,160.0,minivan,20,1
"Citroen Berlingo Plus M Bluetooth, Klima, Kamera",23990,Keine Angabe,1800,2025-03-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,2,0
Citroen Berlingo Shine M*1.HAND*7SITZ*HEADUP*TEMPOMAT*,23990,Guter Preis,45500,2020-07-01,Automatik,Benzin,96,131,5.6,127.0,minivan,58,4
Citroen Berlingo -e Shine Connect Winter-Paket Navi digitales Cockp,23990,Keine Angabe,11000,2023-11-01,Automatik,Elektro,100,136,0.0,0.0,minivan,18,1
Citroen Berlingo Shine XL Turny/Schwenksitz/Behinderteng,23999,Sehr guter Preis,33214,2019-02-01,Schaltgetriebe,Benzin,81,110,5.5,125.0,minivan,75,6
Citroen Berlingo M PureTech 130 EAT8 SHINE,24100,Guter Preis,63000,2020-04-01,Automatik,Benzin,96,131,5.4,,minivan,61,5
Citroen Berlingo 100 Plus M Kam DigCo 2xSchiebetür Temp,24388,Keine Angabe,10,2025-02-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,3,0
Citroen Berlingo Feel Pack M Automatic Touchsceen,24400,Fairer Preis,28000,2023-02-01,Automatik,Benzin,96,131,5.4,124.0,minivan,27,2
Citroen Berlingo M PureTech 110 PLUS *SOFORT VERFÜGBAR*,24450,Keine Angabe,20,2024-07-01,Schaltgetriebe,Benzin,81,110,6.3,142.0,minivan,10,0
Citroen Berlingo M BlueHDi 100 S&S Plus,24480,Sehr guter Preis,10,2025-04-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,1,0
Citroen Berlingo 1.2 PureTech L1 Automatik SHZ+7-SITZER,24480,Erhöhter Preis,15068,2019-12-01,Automatik,Benzin,96,131,7.1,160.0,minivan,65,5
Citroen Berlingo M BlueHDi 100 S&S Plus,24480,Keine Angabe,10,2025-03-01,Schaltgetriebe,Diesel,75,102,6.4,143.0,minivan,2,0
Citroen Berlingo Plus M BlueHDi 100 Rückfahrkamera PDC vo & hi Klim,24490,Keine Angabe,10,2024-12-01,Schaltgetriebe,Diesel,75,102,5.3,139.0,minivan,5,0
Citroen Berlingo 1.2 Plus M 110 PDC W-LAN FACEL. LED,24490,Keine Angabe,5,2025-01-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,4,0
"Citroen Berlingo Berlingo 1,5 Blue-HDI Automatik ""Shine M"" Navi",24490,Guter Preis,34275,2020-09-01,Automatik,Diesel,96,131,,,minivan,56,4
Citroen Berlingo 1.2 Plus M KAMERA W-LAN FACEL. LED,24490,Keine Angabe,7,2025-01-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,4,0
Citroen Berlingo Plus M,24490,Keine Angabe,10,2024-07-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,10,0
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495,Keine Angabe,6000,2024-12-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,5,0
Citroen Berlingo Plus M *Winterpaket,24500,Keine Angabe,7,2025-05-01,Schaltgetriebe,Benzin,81,110,,130.0,minivan,0,0
"Citroen Berlingo PureTech110 M, 2 Schiebetüren Alufelgen RFK",24500,Keine Angabe,10,2024-11-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,6,0
Citroen Berlingo M PureTech 110 PLUS*RFK*ALU*DAB*APPLE*LED*,24600,Sehr guter Preis,10,2025-03-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,2,0
Citroen Berlingo MPV M You BlueHDi 100 *BESTELLER*,24790,Guter Preis,10,2025-01-01,Schaltgetriebe,Diesel,75,102,5.5,143.0,minivan,4,0
Citroen Berlingo 1.2 PT110 Feel M KlimaTemp Navi Keyless,24790,Sehr guter Preis,10,2023-03-01,Schaltgetriebe,Benzin,81,110,6.4,146.0,minivan,26,2
Citroen Berlingo PLUS 100 M Kam DigCo 2xSchiebetür Temp 75 kW (1...,24807,Keine Angabe,10,2025-02-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,3,0
Citroen Berlingo PKW Pure Tec 110 Plus,24850,Guter Preis,1500,2024-07-01,Schaltgetriebe,Benzin,80,109,6.4,144.0,minivan,10,0
"Citroen Berlingo e-Berlingo Shine, Elektro, Rückfkamera, HeadUp",24850,Sehr guter Preis,8500,2023-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,23,1
Citroen Berlingo Doppelkabine L2 HDI100 Navi Audio DAB Einparkhilfe,24870,Keine Angabe,20,2025-03-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,minivan,2,0
Citroen Berlingo PureTech 110 Plus,24888,Keine Angabe,4100,2024-09-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,8,0
Citroen Berlingo M Pure Tech 110 Plus*PDC*LED*SHZ*,24890,Keine Angabe,10,2025-05-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,0,0
Citroen Berlingo MPV M PureTech 110 S&S You MPV You M,24890,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,0,0
Citroen Berlingo MPV Feel M BHDi 130 °Navi°RFK°NSW°PDC°,24890,Sehr guter Preis,20900,2024-01-01,Schaltgetriebe,Diesel,96,131,6.1,159.0,minivan,16,1
Citroen Berlingo Shine XL*7SITZER*AUTOMATIK*RFK*SHZ*AHK,24900,Keine Angabe,60330,2020-11-01,Automatik,Diesel,96,131,4.2,111.0,minivan,54,4
Citroen Berlingo MPV You M SOFORT VERFÜGBAR,24900,Keine Angabe,20,2024-10-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,7,0
Citroen Berlingo Selection Behindertengerecht-Rampe Aut.,24950,Guter Preis,24914,2013-04-01,Automatik,Diesel,68,92,5.0,133.0,minivan,145,12
Citroen Berlingo Shine M*Behindertengerecht*Selbstfahrer,24950,Keine Angabe,29000,2020-11-01,Automatik,Benzin,96,131,5.6,127.0,minivan,54,4
"Citroen Berlingo Shine XL, BENZINER,AUTOMATIK,",24950,Keine Angabe,64807,2020-01-01,Automatik,Benzin,96,131,5.6,127.0,minivan,64,5
Citroen Berlingo M PureTech 110 PLUS mit Anhängerkupplun,24950,Keine Angabe,20,2024-08-01,Schaltgetriebe,Benzin,81,110,6.3,142.0,minivan,9,0
Citroen Berlingo Shine MShine Automatik,24950,Fairer Preis,72150,2020-10-01,Automatik,Diesel,96,131,4.2,111.0,minivan,55,4
"Citroen Berlingo Shine XL, Automatik, 7 Sitzer",24950,Keine Angabe,82473,2019-09-01,Automatik,Diesel,96,131,4.4,117.0,minivan,68,5
"Citroen Berlingo Shine M, Navi, Kamera, SHZ",24980,Sehr guter Preis,30900,2022-12-01,Automatik,Benzin,96,131,,,minivan,29,2
Citroen Berlingo Plus M*LED*DAB*NAVI*,24980,Keine Angabe,20,2025-04-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,1,0
Citroen Berlingo XL Elektromotor 136 FEEL SHZ Kamera PDC v+h Touchs,24990,Erhöhter Preis,29900,2022-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,35,2
Citroen Berlingo Plus M PT110 Kamera Lhz LED DAB Apple,24990,Sehr guter Preis,190,2025-03-01,Schaltgetriebe,Benzin,81,110,6.4,145.0,minivan,2,0
Citroen Berlingo e-Berlingo Shine M - 7-SITZER/PLA/KLIMAAUT/SITZH/K,24990,Guter Preis,14822,2023-03-01,Automatik,Elektro,100,136,0.0,0.0,minivan,26,2
Citroen Berlingo BERLINGO FEEL M 1.5 HDI 130 PP+NAVI+KAMERA,24990,Keine Angabe,21350,2023-07-01,Schaltgetriebe,Diesel,96,131,,0.0,minivan,22,1
Citroen Berlingo e-Berlingo,24990,Keine Angabe,10000,2021-11-01,Automatik,Elektro,100,136,0.0,0.0,minivan,42,3
Citroen Berlingo Feel MPV M 1.5 BlueHDi 100 FAP EU6d,24990,Keine Angabe,12850,2023-07-01,Schaltgetriebe,Diesel,75,102,5.5,150.0,minivan,22,1
Citroen Berlingo ShineM 1.2 XTR AUTOMATIK*7SITZ*AHK*VOLL,24998,Keine Angabe,52000,2020-02-01,Automatik,Benzin,96,131,5.6,127.0,minivan,63,5
Citroen Berlingo PureTech 130 XL EAT8 Klimaaut/PDC+Cam,24999,Fairer Preis,33600,2020-02-01,Automatik,Benzin,96,131,5.6,126.0,minivan,63,5
Citroen Berlingo PureTech 130 EAT8 Klimaaut/PDC+Cam/Alu,24999,Fairer Preis,37900,2022-08-01,Automatik,Benzin,96,131,5.4,124.0,minivan,33,2
Citroen Berlingo PureTech 130 XL EAT8 Klimaaut/PDC+Cam,24999,Fairer Preis,36600,2020-11-01,Automatik,Benzin,96,131,5.6,126.0,minivan,54,4
Citroen Berlingo Kühlschrank,19800,Fairer Preis,90123,2020-01-01,Automatik,Diesel,96,131,4.1,107.0,minivan,64,5
Citroen Berlingo 1.2 Puretech Kawa 110 L1,20468,Fairer Preis,1550,2023-10-01,Schaltgetriebe,Benzin,81,110,,,minivan,19,1
Citroen Berlingo FACELIFT 100 L1 Temp PDC Klima E-Rad,19877,Keine Angabe,10,2024-12-01,Schaltgetriebe,Diesel,75,102,5.4,142.0,minivan,5,0
Citroen Berlingo,19900,Erhöhter Preis,119000,2015-12-01,Schaltgetriebe,Diesel,88,120,,,minivan,113,9
Citroen Berlingo Kasten Club M/L1 *Klimaanlage*Bluetooth,19976,Fairer Preis,3612,2022-11-01,Schaltgetriebe,Diesel,75,102,,,minivan,30,2
Citroen Berlingo L1 PureTech 110 KAMERA KLIMA AKTION,19977,Keine Angabe,25,2025-05-01,Schaltgetriebe,Benzin,81,110,6.6,149.0,minivan,0,0
Citroen Berlingo MPV Plus M 1.2 PT110 ACC°LED°PDC°CarPlay°DAB,25290,Fairer Preis,50,2025-02-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,3,0
"Citroen Berlingo PLUS 100 16Z 10""-DAB PDC PrivG 2xSchieb 75 kW (...",25328,Keine Angabe,10,2025-04-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,1,0
Citroen Berlingo MPV M BlueHDi 100 FEEL,25365,Keine Angabe,16155,2023-09-01,Schaltgetriebe,Diesel,75,102,5.7,150.0,minivan,20,1
"Citroen Berlingo M PureTech 110 PLUS (E) Sitzhzg. Kamera,",25400,Keine Angabe,150,2024-07-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,10,0
Citroen Berlingo PLUS 100 M Kam DigCo 2xSchiebetür Temp 75 kW (1...,25410,Keine Angabe,10,2025-02-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,3,0
Citroen Berlingo Plus M PureTech 110 PS *Kamera,25490,Keine Angabe,10,2024-12-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,5,0
Citroen Berlingo Plus M,25490,Guter Preis,15000,2024-04-01,Schaltgetriebe,Diesel,75,102,,,minivan,13,1
Citroen Berlingo PLUS 1.2l  MPV M (110PS) +RFK+LKW,25790,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,minivan,0,0
Citroen Berlingo M PureTech 110 PLUS Style&Comfort Paket Kamera,25490,Keine Angabe,3000,2024-06-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,11,0
Citroen Berlingo Kombi/Behindertengerechte-Rampe,25500,Erhöhter Preis,32791,2017-10-01,Schaltgetriebe,Diesel,73,99,4.1,109.0,minivan,91,7
Citroen Berlingo ë-Berlingo M Elektromotor 136 Shine XTR,25585,Guter Preis,5000,2023-10-01,Automatik,Elektro,100,136,0.0,0.0,minivan,19,1
Citroen Berlingo Shine Elektromotor M 7-Sitzer,25590,Fairer Preis,9712,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo Shine Elektromotor M,25590,Fairer Preis,14444,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo e-Berlingo Shine M 7Sitze/AT/Navi/Shz/180°Kamera/K,25590,Fairer Preis,15342,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo e-Berlingo Shine M 7Sitze/AT/Allw/Navi/Shz/180°Kam,25590,Guter Preis,8695,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo e-Berlingo Shine M 7Sitze/AT/Allw/Navi/Shz/180°Kam,25590,Fairer Preis,25265,2023-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,23,1
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25990,Guter Preis,20,2025-02-01,Schaltgetriebe,Diesel,74,101,5.4,142.0,minivan,3,0
Citroen Berlingo MPV 110 Plus,26190,Fairer Preis,1500,2024-07-01,Schaltgetriebe,Benzin,80,109,6.4,144.0,minivan,10,0
Citroen Berlingo Shine Elektromotor M,25590,Fairer Preis,10768,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo Feel Pack XL*MFL*NAVI*SHZ*CAM*LED*PDC*T,25598,Keine Angabe,28000,2023-05-01,Schaltgetriebe,Diesel,96,131,,,minivan,24,2
"Citroen Berlingo PLUS 100 16Z 10""-DAB PDC PrivG 2xSchieb 75 kW (...",25728,Keine Angabe,10,2025-03-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,2,0
Citroen Berlingo Feel M,25750,Erhöhter Preis,59200,2021-02-01,Automatik,Diesel,96,131,,,minivan,51,4
Citroen Berlingo MPV Feel M 1.2 PT110  LED°CarPlay°PDC°ACC°DAB°NSW,25790,Guter Preis,50,2025-02-01,Schaltgetriebe,Benzin,81,110,7.1,160.0,minivan,3,0
Citroen Berlingo PLUS 1.2l  MPV M (110PS) +RFK+LKW,25790,Keine Angabe,50,2025-05-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,minivan,0,0
Citroen Berlingo MPV XL You BlueHDi 100 *BESTELLER*,25790,Fairer Preis,10,2025-01-01,Schaltgetriebe,Diesel,75,102,5.6,146.0,minivan,4,0
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25840,Keine Angabe,20,2025-05-01,Schaltgetriebe,Diesel,74,101,5.4,142.0,minivan,0,0
Citroen Berlingo PLUS 1.2l MPV M (110PS) SCHALTER +MET++,26390,Keine Angabe,50,2025-05-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,minivan,0,0
Citroen Berlingo ë-Berlingo Berlingo M Elektro 136 PS Shine,25840,Keine Angabe,9633,2022-12-01,Automatik,Elektro,100,136,0.0,0.0,minivan,29,2
Citroen Berlingo -e Shine M 7Sitze/AT/Navi/Shz/180°Kamera/Klimaauto,25890,Guter Preis,10841,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
"Citroen Berlingo Pure Tech 110 Plus M, Kamera, PKW",25900,Keine Angabe,10,2025-02-01,Schaltgetriebe,Benzin,81,110,6.4,145.0,minivan,3,0
Citroen Berlingo MPV You XL,25900,Keine Angabe,10,2024-10-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,7,0
Citroen Berlingo ë-Berlingo M Elektromotor 136 FEEL,25900,Guter Preis,2500,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo Plus 1.2 EU6e M PureTech 110 PLUS Digitales Cockpi,25900,Fairer Preis,10,2024-12-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,5,0
Citroen Berlingo PLus PT 110 1.2  LED°CarPlay°ACC°RFK°,26590,Fairer Preis,50,2025-02-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,3,0
Citroen Berlingo BERLINGO PureTech 110 1.2 Feel,25980,Keine Angabe,114,2025-05-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,0,0
"Citroen Berlingo PureTech 130 ETG8 Shine, AHK, Rückfahrkamera...",25980,Fairer Preis,24200,2020-12-01,Automatik,Benzin,96,131,5.6,127.0,minivan,53,4
Citroen Berlingo Shine Paark-Assi. City Paket.Totwinkel,25990,Sehr guter Preis,1891,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25990,Keine Angabe,20,2025-05-01,Schaltgetriebe,Diesel,74,101,5.4,142.0,minivan,0,0
Citroen Berlingo Shine M XTR Aut. NAVI-HUD-STANDHZ-7 SITZER-KAMERA,25990,Erhöhter Preis,74950,2020-05-01,Automatik,Diesel,96,131,4.3,113.0,minivan,60,5
Citroen Berlingo M Elektro 136 Shine,25990,Keine Angabe,8500,2022-12-01,Automatik,Elektro,100,136,0.0,0.0,minivan,29,2
Citroen Berlingo Feel Pack M e-Berlingo 136 +PANO+CAM+CARPLAY+,25990,Fairer Preis,6900,2022-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,35,2
Citroen Berlingo LED Apple CarPlay Android Auto DAB Winter Paket Te,25999,Fairer Preis,1850,2024-08-01,Schaltgetriebe,Benzin,81,110,6.3,142.0,minivan,9,0
Citroen Berlingo Berlingo Kombi Elektro ë-Berlingo M Shine,26000,Sehr guter Preis,10600,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo XTR  BlueHDi 130 EAT8 SHINE,26000,Fairer Preis,19900,2019-01-01,Automatik,Diesel,96,131,4.2,110.0,minivan,76,6
Citroen Berlingo ë 136 Live Pack Elektro,26000,Keine Angabe,5200,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo M Shine 130 Puretech AUTOMATIK HUD PDC AHK !!,26190,Fairer Preis,17600,2021-04-01,Automatik,Benzin,96,131,5.6,127.0,minivan,49,4
Citroen Berlingo Shine XL PT130 AT°RFK°SHZ°Navi°AAC°TWA°,26780,Fairer Preis,28600,2023-04-01,Automatik,Benzin,96,131,7.1,159.0,minivan,25,2
Citroen Berlingo AT8 Feel Pack XL 7-Sitze AHK/Navi/HuD,26905,Fairer Preis,57244,2021-05-01,Automatik,Benzin,96,131,7.1,159.0,minivan,48,4
Citroen Berlingo Kasten L2 Doppelkabine VarioSpace,26480,Hoher Preis,100,2024-01-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,minivan,16,1
Citroen Berlingo MPV Shine M,26490,Keine Angabe,11500,2023-07-01,N/A,Diesel,96,131,,,minivan,22,1
Citroen Berlingo PureTech 130 EAT8 Klimaaut/PDC/Sitzhzg,26490,Sehr guter Preis,750,2023-06-01,Automatik,Benzin,96,131,5.4,124.0,minivan,23,1
Citroen Berlingo M HDI 100 Plus Kamera PDC SHZ 2 Schiebe,26490,Keine Angabe,15,2025-03-01,Schaltgetriebe,Diesel,74,101,5.3,139.0,minivan,2,0
Citroen Berlingo 1.5 BlueHDi M Plus+LED+Spurhalteassistent+Tempomat,26490,Keine Angabe,900,2024-10-01,Schaltgetriebe,Diesel,75,102,5.3,138.0,minivan,7,0
Citroen Berlingo MPV Plus M 1.2 PureTech 110 EU6e LED Apple CarPlay,26490,Keine Angabe,5000,2024-05-01,Schaltgetriebe,Benzin,81,110,6.8,153.0,minivan,12,1
Citroen Berlingo Feel Elektromotor M,26490,Sehr guter Preis,10,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo Shine Elektromotor M,26590,Fairer Preis,11103,2023-12-01,Automatik,Elektro,100,136,0.0,0.0,minivan,17,1
Citroen Berlingo Shine Elektromotor M,26590,Guter Preis,12197,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo Shine Elektromotor M,26590,Fairer Preis,13695,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo e-Berlingo Shine XL AT/Navi/Shz/180°Kamera/Klima,26640,Keine Angabe,19000,2023-04-01,Automatik,Elektro,100,136,0.0,0.0,minivan,25,2
Citroen Berlingo MPV XL PureTech 110 PLUS (E),26720,Keine Angabe,10,2025-03-01,Schaltgetriebe,Benzin,81,110,6.9,155.0,minivan,2,0
Citroen Berlingo e- M 136 Live Pack KLIMA PDC,26980,Keine Angabe,1500,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo 1.2 PureTech Shine XL Aut.*NAVI*CAM*SHZ*TEMPO*,28090,Sehr guter Preis,14790,2023-01-01,Automatik,Benzin,96,131,5.6,158.0,minivan,28,2
"Citroen Berlingo Berlingo XL- LPG ! Camper mit Küche,WC,Sitzecke",26790,Keine Angabe,90000,2019-06-01,Schaltgetriebe,Benzin,81,110,5.4,124.0,minivan,71,5
Citroen Berlingo MPV Feel M PT 110 Kamera*NAVI*Android,26790,Keine Angabe,11000,2024-04-01,Schaltgetriebe,Benzin,81,110,7.1,160.0,minivan,13,1
Citroen Berlingo BlueHDi 102PS S&S M PLUS Style&Comfort,26800,Keine Angabe,5000,2025-03-01,Schaltgetriebe,Diesel,75,102,5.3,140.0,minivan,2,0
Citroen Berlingo M BlueHDi 100 PLUS,26890,Keine Angabe,0,2025-02-01,Schaltgetriebe,Diesel,75,102,6.3,139.0,minivan,3,0
Citroen Berlingo Plus M BlueHDi 100 *1.Hand *Sitzhzg.,26900,Keine Angabe,10,2025-02-01,Schaltgetriebe,Diesel,75,102,5.3,139.0,minivan,3,0
Citroen Berlingo ë-Berlingo M Elektromotor 136 SHINE,26900,Guter Preis,5500,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo ë-Berlingo XL 136 SHINE*STDHZ*NAVI*SHZ*RFK*,26900,Fairer Preis,10150,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo Live Pack Elektromotor M,26900,Keine Angabe,30,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo ë-Berlingo Berlingo M Elektro 136 Feel*,26940,Keine Angabe,5,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo MPV M PureTech 110 S&S Plus,26950,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,7.1,160.0,minivan,0,0
Citroen Berlingo M BlueHDi 100 S&S Feel Pack,26950,Fairer Preis,250,2023-02-01,Schaltgetriebe,Diesel,75,102,5.5,144.0,minivan,27,2
Citroen Berlingo PKW Pure Tec 110 Plus,26950,Fairer Preis,1500,2025-02-01,Schaltgetriebe,Benzin,80,109,6.4,144.0,minivan,3,0
Citroen Berlingo 1.5 BlueHDi  XL Shine AT. 7-Sitz SHZ Navi Kamera,26970,Keine Angabe,61100,2020-08-01,Automatik,Diesel,96,131,,,minivan,57,4
Citroen Berlingo ë-Berlingo M Shine Klimaautom Keyless Rückfahrkam.,26980,Keine Angabe,6948,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
